updatetime,vehiclecount,_id,totalspaces,garagecode,streamtime
58:17.9,884,435,1240,SCANDCENTER,11/3/2014 16:18
58:17.9,22,436,953,BRUUNS,11/3/2014 16:18
58:17.9,122,437,130,BUSGADEHUSET,11/3/2014 16:18
58:17.9,321,438,400,MAGASIN,11/3/2014 16:18
58:17.9,106,439,210,KALKVAERKSVEJ,11/3/2014 16:18
58:17.9,518,440,700,SALLING,11/3/2014 16:18
28:17.7,0,441,65,NORREPORT,11/3/2014 16:18
28:17.7,0,442,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,848,443,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,22,444,953,BRUUNS,11/3/2014 16:18
28:17.7,122,445,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,312,446,400,MAGASIN,11/3/2014 16:18
28:17.7,101,447,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,517,448,700,SALLING,11/3/2014 16:18
58:17.8,0,449,65,NORREPORT,11/3/2014 16:18
58:17.8,0,450,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.8,812,451,1240,SCANDCENTER,11/3/2014 16:18
58:17.8,22,452,953,BRUUNS,11/3/2014 16:18
58:17.8,103,453,130,BUSGADEHUSET,11/3/2014 16:18
58:17.8,294,454,400,MAGASIN,11/3/2014 16:18
58:17.8,96,455,210,KALKVAERKSVEJ,11/3/2014 16:18
58:17.8,488,456,700,SALLING,11/3/2014 16:18
28:17.7,0,457,65,NORREPORT,11/3/2014 16:18
28:17.7,0,458,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,725,459,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,22,460,953,BRUUNS,11/3/2014 16:18
28:17.7,91,461,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,286,462,400,MAGASIN,11/3/2014 16:18
28:17.7,75,463,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,441,464,700,SALLING,11/3/2014 16:18
58:17.7,0,465,65,NORREPORT,11/3/2014 16:18
58:17.7,0,466,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.7,661,467,1240,SCANDCENTER,11/3/2014 16:18
58:17.7,22,468,953,BRUUNS,11/3/2014 16:18
58:17.7,72,469,130,BUSGADEHUSET,11/3/2014 16:18
58:17.7,250,470,400,MAGASIN,11/3/2014 16:18
58:17.7,62,471,210,KALKVAERKSVEJ,11/3/2014 16:18
58:17.7,387,472,700,SALLING,11/3/2014 16:18
28:17.7,0,473,65,NORREPORT,11/3/2014 16:18
28:17.7,0,474,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,565,475,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,22,476,953,BRUUNS,11/3/2014 16:18
28:17.7,63,477,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,222,478,400,MAGASIN,11/3/2014 16:18
28:17.7,53,479,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,332,480,700,SALLING,11/3/2014 16:18
58:17.6,0,481,65,NORREPORT,11/3/2014 16:18
58:17.6,0,482,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.6,459,483,1240,SCANDCENTER,11/3/2014 16:18
58:17.6,22,484,953,BRUUNS,11/3/2014 16:18
58:17.6,67,485,130,BUSGADEHUSET,11/3/2014 16:18
58:17.6,193,486,400,MAGASIN,11/3/2014 16:18
58:17.6,49,487,210,KALKVAERKSVEJ,11/3/2014 16:18
58:17.6,284,488,700,SALLING,11/3/2014 16:18
28:17.7,0,489,65,NORREPORT,11/3/2014 16:18
28:17.7,0,490,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,390,491,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,22,492,953,BRUUNS,11/3/2014 16:18
28:17.7,75,493,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,172,494,400,MAGASIN,11/3/2014 16:18
28:17.7,48,495,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,231,496,700,SALLING,11/3/2014 16:18
58:17.7,0,497,65,NORREPORT,11/3/2014 16:18
58:17.7,0,498,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.7,363,499,1240,SCANDCENTER,11/3/2014 16:18
58:17.7,22,500,953,BRUUNS,11/3/2014 16:18
58:17.7,69,501,130,BUSGADEHUSET,11/3/2014 16:18
58:17.7,131,502,400,MAGASIN,11/3/2014 16:18
58:17.7,50,503,210,KALKVAERKSVEJ,11/3/2014 16:18
58:17.7,181,504,700,SALLING,11/3/2014 16:18
28:17.7,0,505,65,NORREPORT,11/3/2014 16:18
28:17.7,0,506,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,344,507,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,22,508,953,BRUUNS,11/3/2014 16:18
28:17.7,65,509,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,112,510,400,MAGASIN,11/3/2014 16:18
28:17.7,41,511,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,140,512,700,SALLING,11/3/2014 16:18
58:17.7,0,513,65,NORREPORT,11/3/2014 16:18
58:17.7,0,514,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.7,324,515,1240,SCANDCENTER,11/3/2014 16:18
58:17.7,22,516,953,BRUUNS,11/3/2014 16:18
58:17.7,65,517,130,BUSGADEHUSET,11/3/2014 16:18
58:17.7,98,518,400,MAGASIN,11/3/2014 16:18
58:17.7,38,519,210,KALKVAERKSVEJ,11/3/2014 16:18
58:17.7,117,520,700,SALLING,11/3/2014 16:18
28:17.7,0,521,65,NORREPORT,11/3/2014 16:18
28:17.7,0,522,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,323,523,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,22,524,953,BRUUNS,11/3/2014 16:18
28:17.7,64,525,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,88,526,400,MAGASIN,11/3/2014 16:18
28:17.7,39,527,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,110,528,700,SALLING,11/3/2014 16:18
58:17.7,0,529,65,NORREPORT,11/3/2014 16:18
58:17.7,0,530,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.7,326,531,1240,SCANDCENTER,11/3/2014 16:18
58:17.7,22,532,953,BRUUNS,11/3/2014 16:18
58:17.7,63,533,130,BUSGADEHUSET,11/3/2014 16:18
58:17.7,75,534,400,MAGASIN,11/3/2014 16:18
58:17.7,38,535,210,KALKVAERKSVEJ,11/3/2014 16:18
58:17.7,97,536,700,SALLING,11/3/2014 16:18
28:17.7,0,537,65,NORREPORT,11/3/2014 16:18
28:17.7,0,538,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,330,539,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,22,540,953,BRUUNS,11/3/2014 16:18
28:17.7,62,541,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,64,542,400,MAGASIN,11/3/2014 16:18
28:17.7,33,543,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,79,544,700,SALLING,11/3/2014 16:18
58:17.7,0,545,65,NORREPORT,11/3/2014 16:18
58:17.7,0,546,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.7,309,547,1240,SCANDCENTER,11/3/2014 16:18
58:17.7,22,548,953,BRUUNS,11/3/2014 16:18
58:17.7,54,549,130,BUSGADEHUSET,11/3/2014 16:18
58:17.7,57,550,400,MAGASIN,11/3/2014 16:18
58:17.7,33,551,210,KALKVAERKSVEJ,11/3/2014 16:18
58:17.7,75,552,700,SALLING,11/3/2014 16:18
28:17.7,0,553,65,NORREPORT,11/3/2014 16:18
28:17.7,0,554,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,281,555,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,22,556,953,BRUUNS,11/3/2014 16:18
28:17.7,51,557,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,48,558,400,MAGASIN,11/3/2014 16:18
28:17.7,32,559,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,68,560,700,SALLING,11/3/2014 16:18
58:17.7,0,561,65,NORREPORT,11/3/2014 16:18
58:17.7,0,562,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.7,254,563,1240,SCANDCENTER,11/3/2014 16:18
58:17.7,22,564,953,BRUUNS,11/3/2014 16:18
58:17.7,47,565,130,BUSGADEHUSET,11/3/2014 16:18
58:17.7,46,566,400,MAGASIN,11/3/2014 16:18
58:17.7,32,567,210,KALKVAERKSVEJ,11/3/2014 16:18
58:17.7,67,568,700,SALLING,11/3/2014 16:18
28:17.7,0,569,65,NORREPORT,11/3/2014 16:18
28:17.7,0,570,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,231,571,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,22,572,953,BRUUNS,11/3/2014 16:18
28:17.7,38,573,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,43,574,400,MAGASIN,11/3/2014 16:18
28:17.7,32,575,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,63,576,700,SALLING,11/3/2014 16:18
58:17.7,62,584,700,SALLING,11/3/2014 16:18
58:17.7,0,577,65,NORREPORT,11/3/2014 16:18
58:17.7,0,578,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.7,228,579,1240,SCANDCENTER,11/3/2014 16:18
58:17.7,22,580,953,BRUUNS,11/3/2014 16:18
58:17.7,34,581,130,BUSGADEHUSET,11/3/2014 16:18
58:17.7,36,582,400,MAGASIN,11/3/2014 16:18
58:17.7,30,583,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,0,585,65,NORREPORT,11/3/2014 16:18
28:17.7,0,586,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,227,587,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,22,588,953,BRUUNS,11/3/2014 16:18
28:17.7,30,589,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,35,590,400,MAGASIN,11/3/2014 16:18
28:17.7,30,591,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,61,592,700,SALLING,11/3/2014 16:18
58:17.7,0,593,65,NORREPORT,11/3/2014 16:18
58:17.7,0,594,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.7,227,595,1240,SCANDCENTER,11/3/2014 16:18
58:17.7,22,596,953,BRUUNS,11/3/2014 16:18
58:17.7,30,597,130,BUSGADEHUSET,11/3/2014 16:18
58:17.7,35,598,400,MAGASIN,11/3/2014 16:18
58:17.7,30,599,210,KALKVAERKSVEJ,11/3/2014 16:18
58:17.7,63,600,700,SALLING,11/3/2014 16:18
28:17.7,0,601,65,NORREPORT,11/3/2014 16:18
28:17.7,0,602,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,226,603,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,22,604,953,BRUUNS,11/3/2014 16:18
28:17.7,32,605,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,35,606,400,MAGASIN,11/3/2014 16:18
28:17.7,29,607,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,60,608,700,SALLING,11/3/2014 16:18
58:17.8,0,609,65,NORREPORT,11/3/2014 16:18
58:17.8,0,610,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.8,223,611,1240,SCANDCENTER,11/3/2014 16:18
58:17.8,22,612,953,BRUUNS,11/3/2014 16:18
58:17.8,31,613,130,BUSGADEHUSET,11/3/2014 16:18
58:17.8,35,614,400,MAGASIN,11/3/2014 16:18
58:17.8,28,615,210,KALKVAERKSVEJ,11/3/2014 16:18
58:17.8,60,616,700,SALLING,11/3/2014 16:18
28:17.7,0,617,65,NORREPORT,11/3/2014 16:18
28:17.7,0,618,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,223,619,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,22,620,953,BRUUNS,11/3/2014 16:18
28:17.7,29,621,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,35,622,400,MAGASIN,11/3/2014 16:18
28:17.7,28,623,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,60,624,700,SALLING,11/3/2014 16:18
58:17.7,0,625,65,NORREPORT,11/3/2014 16:18
58:17.7,0,626,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.7,223,627,1240,SCANDCENTER,11/3/2014 16:18
58:17.7,22,628,953,BRUUNS,11/3/2014 16:18
58:17.7,29,629,130,BUSGADEHUSET,11/3/2014 16:18
58:17.7,35,630,400,MAGASIN,11/3/2014 16:18
58:17.7,29,631,210,KALKVAERKSVEJ,11/3/2014 16:18
58:17.7,61,632,700,SALLING,11/3/2014 16:18
28:17.7,0,633,65,NORREPORT,11/3/2014 16:18
28:17.7,0,634,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,223,635,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,22,636,953,BRUUNS,11/3/2014 16:18
28:17.7,28,637,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,35,638,400,MAGASIN,11/3/2014 16:18
28:17.7,29,639,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,61,640,700,SALLING,11/3/2014 16:18
58:17.7,0,641,65,NORREPORT,11/3/2014 16:18
58:17.7,0,642,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.7,223,643,1240,SCANDCENTER,11/3/2014 16:18
58:17.7,22,644,953,BRUUNS,11/3/2014 16:18
58:17.7,29,645,130,BUSGADEHUSET,11/3/2014 16:18
58:17.7,35,646,400,MAGASIN,11/3/2014 16:18
58:17.7,29,647,210,KALKVAERKSVEJ,11/3/2014 16:18
58:17.7,61,648,700,SALLING,11/3/2014 16:18
28:17.7,0,649,65,NORREPORT,11/3/2014 16:18
28:17.7,0,650,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,223,651,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,22,652,953,BRUUNS,11/3/2014 16:18
28:17.7,29,653,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,35,654,400,MAGASIN,11/3/2014 16:18
28:17.7,29,655,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,63,656,700,SALLING,11/3/2014 16:18
58:17.7,0,657,65,NORREPORT,11/3/2014 16:18
58:17.7,0,658,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.7,223,659,1240,SCANDCENTER,11/3/2014 16:18
58:17.7,22,660,953,BRUUNS,11/3/2014 16:18
58:17.7,29,661,130,BUSGADEHUSET,11/3/2014 16:18
58:17.7,35,662,400,MAGASIN,11/3/2014 16:18
58:17.7,29,663,210,KALKVAERKSVEJ,11/3/2014 16:18
58:17.7,63,664,700,SALLING,11/3/2014 16:18
28:17.7,0,665,65,NORREPORT,11/3/2014 16:18
28:17.7,0,666,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,223,667,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,22,668,953,BRUUNS,11/3/2014 16:18
28:17.7,29,669,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,35,670,400,MAGASIN,11/3/2014 16:18
28:17.7,28,671,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,64,672,700,SALLING,11/3/2014 16:18
58:17.7,0,673,65,NORREPORT,11/3/2014 16:18
58:17.7,0,674,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.7,223,675,1240,SCANDCENTER,11/3/2014 16:18
58:17.7,22,676,953,BRUUNS,11/3/2014 16:18
58:17.7,29,677,130,BUSGADEHUSET,11/3/2014 16:18
58:17.7,35,678,400,MAGASIN,11/3/2014 16:18
58:17.7,28,679,210,KALKVAERKSVEJ,11/3/2014 16:18
58:17.7,64,680,700,SALLING,11/3/2014 16:18
28:17.7,0,681,65,NORREPORT,11/3/2014 16:18
28:17.7,0,682,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,222,683,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,22,684,953,BRUUNS,11/3/2014 16:18
28:17.7,27,685,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,35,686,400,MAGASIN,11/3/2014 16:18
28:17.7,28,687,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,64,688,700,SALLING,11/3/2014 16:18
58:17.7,64,696,700,SALLING,11/3/2014 16:18
58:17.7,0,689,65,NORREPORT,11/3/2014 16:18
58:17.7,0,690,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.7,224,691,1240,SCANDCENTER,11/3/2014 16:18
58:17.7,22,692,953,BRUUNS,11/3/2014 16:18
58:17.7,27,693,130,BUSGADEHUSET,11/3/2014 16:18
58:17.7,35,694,400,MAGASIN,11/3/2014 16:18
58:17.7,29,695,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,0,697,65,NORREPORT,11/3/2014 16:18
28:17.7,0,698,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,238,699,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,22,700,953,BRUUNS,11/3/2014 16:18
28:17.7,30,701,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,35,702,400,MAGASIN,11/3/2014 16:18
28:17.7,32,703,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,66,704,700,SALLING,11/3/2014 16:18
58:17.7,0,705,65,NORREPORT,11/3/2014 16:18
58:17.7,0,706,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.7,267,707,1240,SCANDCENTER,11/3/2014 16:18
58:17.7,22,708,953,BRUUNS,11/3/2014 16:18
58:17.7,34,709,130,BUSGADEHUSET,11/3/2014 16:18
58:17.7,35,710,400,MAGASIN,11/3/2014 16:18
58:17.7,39,711,210,KALKVAERKSVEJ,11/3/2014 16:18
58:17.7,71,712,700,SALLING,11/3/2014 16:18
28:17.7,0,713,65,NORREPORT,11/3/2014 16:18
28:17.7,0,714,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,261,715,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,22,716,953,BRUUNS,11/3/2014 16:18
28:17.7,32,717,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,47,718,400,MAGASIN,11/3/2014 16:18
28:17.7,49,719,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,86,720,700,SALLING,11/3/2014 16:18
58:17.7,0,721,65,NORREPORT,11/3/2014 16:18
58:17.7,0,722,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.7,339,723,1240,SCANDCENTER,11/3/2014 16:18
58:17.7,22,724,953,BRUUNS,11/3/2014 16:18
58:17.7,33,725,130,BUSGADEHUSET,11/3/2014 16:18
58:17.7,71,726,400,MAGASIN,11/3/2014 16:18
58:17.7,74,727,210,KALKVAERKSVEJ,11/3/2014 16:18
58:17.7,126,728,700,SALLING,11/3/2014 16:18
28:17.7,0,729,65,NORREPORT,11/3/2014 16:18
28:17.7,0,730,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,479,731,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,146,732,953,BRUUNS,11/3/2014 16:18
28:17.7,36,733,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,81,734,400,MAGASIN,11/3/2014 16:18
28:17.7,96,735,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,183,736,700,SALLING,11/3/2014 16:18
58:17.7,0,737,65,NORREPORT,11/3/2014 16:18
58:17.7,0,738,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.7,660,739,1240,SCANDCENTER,11/3/2014 16:18
58:17.7,223,740,953,BRUUNS,11/3/2014 16:18
58:17.7,56,741,130,BUSGADEHUSET,11/3/2014 16:18
58:17.7,106,742,400,MAGASIN,11/3/2014 16:18
58:17.7,105,743,210,KALKVAERKSVEJ,11/3/2014 16:18
58:17.7,246,744,700,SALLING,11/3/2014 16:18
28:17.7,0,745,65,NORREPORT,11/3/2014 16:18
28:17.7,0,746,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,741,747,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,280,748,953,BRUUNS,11/3/2014 16:18
28:17.7,66,749,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,151,750,400,MAGASIN,11/3/2014 16:18
28:17.7,110,751,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,294,752,700,SALLING,11/3/2014 16:18
58:17.7,0,753,65,NORREPORT,11/3/2014 16:18
58:17.7,0,754,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.7,810,755,1240,SCANDCENTER,11/3/2014 16:18
58:17.7,301,756,953,BRUUNS,11/3/2014 16:18
58:17.7,73,757,130,BUSGADEHUSET,11/3/2014 16:18
58:17.7,177,758,400,MAGASIN,11/3/2014 16:18
58:17.7,113,759,210,KALKVAERKSVEJ,11/3/2014 16:18
58:17.7,354,760,700,SALLING,11/3/2014 16:18
28:17.7,0,761,65,NORREPORT,11/3/2014 16:18
28:17.7,0,762,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,845,763,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,382,764,953,BRUUNS,11/3/2014 16:18
28:17.7,83,765,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,210,766,400,MAGASIN,11/3/2014 16:18
28:17.7,121,767,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,429,768,700,SALLING,11/3/2014 16:18
58:17.7,0,769,65,NORREPORT,11/3/2014 16:18
58:17.7,0,770,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.7,849,771,1240,SCANDCENTER,11/3/2014 16:18
58:17.7,441,772,953,BRUUNS,11/3/2014 16:18
58:17.7,110,773,130,BUSGADEHUSET,11/3/2014 16:18
58:17.7,238,774,400,MAGASIN,11/3/2014 16:18
58:17.7,122,775,210,KALKVAERKSVEJ,11/3/2014 16:18
58:17.7,471,776,700,SALLING,11/3/2014 16:18
28:17.7,0,777,65,NORREPORT,11/3/2014 16:18
28:17.7,0,778,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,869,779,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,473,780,953,BRUUNS,11/3/2014 16:18
28:17.7,111,781,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,260,782,400,MAGASIN,11/3/2014 16:18
28:17.7,122,783,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,520,784,700,SALLING,11/3/2014 16:18
58:17.7,0,785,65,NORREPORT,11/3/2014 16:18
58:17.7,0,786,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.7,882,787,1240,SCANDCENTER,11/3/2014 16:18
58:17.7,487,788,953,BRUUNS,11/3/2014 16:18
58:17.7,110,789,130,BUSGADEHUSET,11/3/2014 16:18
58:17.7,272,790,400,MAGASIN,11/3/2014 16:18
58:17.7,118,791,210,KALKVAERKSVEJ,11/3/2014 16:18
58:17.7,520,792,700,SALLING,11/3/2014 16:18
28:17.7,0,793,65,NORREPORT,11/3/2014 16:18
28:17.7,0,794,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,870,795,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,474,796,953,BRUUNS,11/3/2014 16:18
28:17.7,114,797,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,289,798,400,MAGASIN,11/3/2014 16:18
28:17.7,115,799,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,523,800,700,SALLING,11/3/2014 16:18
58:17.7,529,808,700,SALLING,11/3/2014 16:18
58:17.7,0,801,65,NORREPORT,11/3/2014 16:18
58:17.7,0,802,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.7,856,803,1240,SCANDCENTER,11/3/2014 16:18
58:17.7,490,804,953,BRUUNS,11/3/2014 16:18
58:17.7,113,805,130,BUSGADEHUSET,11/3/2014 16:18
58:17.7,292,806,400,MAGASIN,11/3/2014 16:18
58:17.7,115,807,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,0,809,65,NORREPORT,11/3/2014 16:18
28:17.7,0,810,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,859,811,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,509,812,953,BRUUNS,11/3/2014 16:18
28:17.7,119,813,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,296,814,400,MAGASIN,11/3/2014 16:18
28:17.7,122,815,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,529,816,700,SALLING,11/3/2014 16:18
58:17.7,0,817,65,NORREPORT,11/3/2014 16:18
58:17.7,0,818,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.7,847,819,1240,SCANDCENTER,11/3/2014 16:18
58:17.7,495,820,953,BRUUNS,11/3/2014 16:18
58:17.7,117,821,130,BUSGADEHUSET,11/3/2014 16:18
58:17.7,307,822,400,MAGASIN,11/3/2014 16:18
58:17.7,115,823,210,KALKVAERKSVEJ,11/3/2014 16:18
58:17.7,518,824,700,SALLING,11/3/2014 16:18
28:17.7,0,825,65,NORREPORT,11/3/2014 16:18
28:17.7,0,826,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,815,827,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,466,828,953,BRUUNS,11/3/2014 16:18
28:17.7,110,829,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,288,830,400,MAGASIN,11/3/2014 16:18
28:17.7,104,831,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,519,832,700,SALLING,11/3/2014 16:18
58:17.8,0,833,65,NORREPORT,11/3/2014 16:18
58:17.8,0,834,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.8,787,835,1240,SCANDCENTER,11/3/2014 16:18
58:17.8,472,836,953,BRUUNS,11/3/2014 16:18
58:17.8,113,837,130,BUSGADEHUSET,11/3/2014 16:18
58:17.8,264,838,400,MAGASIN,11/3/2014 16:18
58:17.8,95,839,210,KALKVAERKSVEJ,11/3/2014 16:18
58:17.8,487,840,700,SALLING,11/3/2014 16:18
28:17.7,0,841,65,NORREPORT,11/3/2014 16:18
28:17.7,0,842,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,697,843,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,442,844,953,BRUUNS,11/3/2014 16:18
28:17.7,97,845,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,245,846,400,MAGASIN,11/3/2014 16:18
28:17.7,70,847,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,448,848,700,SALLING,11/3/2014 16:18
58:17.7,0,849,65,NORREPORT,11/3/2014 16:18
58:17.7,0,850,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.7,597,851,1240,SCANDCENTER,11/3/2014 16:18
58:17.7,400,852,953,BRUUNS,11/3/2014 16:18
58:17.7,99,853,130,BUSGADEHUSET,11/3/2014 16:18
58:17.7,218,854,400,MAGASIN,11/3/2014 16:18
58:17.7,59,855,210,KALKVAERKSVEJ,11/3/2014 16:18
58:17.7,395,856,700,SALLING,11/3/2014 16:18
28:17.7,0,857,65,NORREPORT,11/3/2014 16:18
28:17.7,0,858,512,SKOLEBAKKEN,11/3/2014 16:18
28:17.7,461,859,1240,SCANDCENTER,11/3/2014 16:18
28:17.7,400,860,953,BRUUNS,11/3/2014 16:18
28:17.7,92,861,130,BUSGADEHUSET,11/3/2014 16:18
28:17.7,186,862,400,MAGASIN,11/3/2014 16:18
28:17.7,52,863,210,KALKVAERKSVEJ,11/3/2014 16:18
28:17.7,351,864,700,SALLING,11/3/2014 16:18
58:17.7,0,865,65,NORREPORT,11/3/2014 16:18
58:17.7,0,866,512,SKOLEBAKKEN,11/3/2014 16:18
58:17.7,369,867,1240,SCANDCENTER,11/3/2014 16:18
58:17.7,363,868,953,BRUUNS,11/3/2014 16:18
58:17.7,90,869,130,BUSGADEHUSET,11/3/2014 16:18
58:17.7,174,870,400,MAGASIN,11/3/2014 16:18
