updatetime,vehiclecount,totalspaces,garagecode,streamtime
1644,61,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,245,1240,3,1618
1674,39,953,4,1618
1674,95,130,5,1618
1674,33,400,6,1618
1674,28,210,7,1618
1674,60,700,8,1618
1644,62,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,246,1240,3,1618
1644,39,953,4,1618
1644,94,130,5,1618
1644,33,400,6,1618
1644,28,210,7,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,246,1240,3,1618
1674,39,953,4,1618
1674,92,130,5,1618
1674,33,400,6,1618
1674,28,210,7,1618
1674,62,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,245,1240,3,1618
1644,40,953,4,1618
1644,92,130,5,1618
1644,33,400,6,1618
1644,28,210,7,1618
1644,62,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,245,1240,3,1618
1674,39,953,4,1618
1674,92,130,5,1618
1674,33,400,6,1618
1674,28,210,7,1618
1674,62,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,245,1240,3,1618
1644,39,953,4,1618
1644,89,130,5,1618
1644,33,400,6,1618
1644,28,210,7,1618
1644,63,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,246,1240,3,1618
1674,42,953,4,1618
1674,87,130,5,1618
1674,33,400,6,1618
1674,28,210,7,1618
1674,62,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,247,1240,3,1618
1644,50,953,4,1618
1644,93,130,5,1618
1644,34,400,6,1618
1644,32,210,7,1618
1644,65,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,269,1240,3,1618
1674,61,953,4,1618
1674,64,130,5,1618
1674,34,400,6,1618
1674,36,210,7,1618
1674,66,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,307,1240,3,1618
1644,76,953,4,1618
1644,61,130,5,1618
1644,43,400,6,1618
1644,43,210,7,1618
1644,78,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,383,1240,3,1618
1674,109,953,4,1618
1674,59,130,5,1618
1674,55,400,6,1618
1674,60,210,7,1618
1674,107,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,562,1240,3,1618
1644,172,953,4,1618
1644,68,130,5,1618
1644,90,400,6,1618
1644,84,210,7,1618
1644,175,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,679,1240,3,1618
1674,232,953,4,1618
1674,88,130,5,1618
1674,127,400,6,1618
1674,97,210,7,1618
1674,217,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,766,1240,3,1618
1644,266,953,4,1618
1644,97,130,5,1618
1644,147,400,6,1618
1644,101,210,7,1618
1644,265,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,800,1240,3,1618
1674,298,953,4,1618
1674,103,130,5,1618
1674,178,400,6,1618
1674,104,210,7,1618
1674,310,700,8,1618
1644,397,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,804,1240,3,1618
1644,373,953,4,1618
1644,125,130,5,1618
1644,243,400,6,1618
1644,112,210,7,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,815,1240,3,1618
1674,421,953,4,1618
1674,147,130,5,1618
1674,316,400,6,1618
1674,110,210,7,1618
1674,442,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,838,1240,3,1618
1644,481,953,4,1618
1644,151,130,5,1618
1644,327,400,6,1618
1644,113,210,7,1618
1644,488,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,848,1240,3,1618
1674,506,953,4,1618
1674,156,130,5,1618
1674,356,400,6,1618
1674,110,210,7,1618
1674,508,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,853,1240,3,1618
1644,523,953,4,1618
1644,147,130,5,1618
1644,357,400,6,1618
1644,107,210,7,1618
1644,539,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,853,1240,3,1618
1674,534,953,4,1618
1674,157,130,5,1618
1674,365,400,6,1618
1674,112,210,7,1618
1674,544,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,839,1240,3,1618
1644,556,953,4,1618
1644,164,130,5,1618
1644,377,400,6,1618
1644,111,210,7,1618
1644,546,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,813,1240,3,1618
1674,586,953,4,1618
1674,158,130,5,1618
1674,363,400,6,1618
1674,113,210,7,1618
1674,532,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,830,1240,3,1618
1644,576,953,4,1618
1644,150,130,5,1618
1644,361,400,6,1618
1644,106,210,7,1618
1644,533,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,783,1240,3,1618
1674,569,953,4,1618
1674,137,130,5,1618
1674,341,400,6,1618
1674,97,210,7,1618
1674,530,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,765,1240,3,1618
1644,535,953,4,1618
1644,132,130,5,1618
1644,310,400,6,1618
1644,82,210,7,1618
1644,501,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,695,1240,3,1618
1674,490,953,4,1618
1674,137,130,5,1618
1674,259,400,6,1618
1674,79,210,7,1618
1674,455,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,583,1240,3,1618
1644,487,953,4,1618
1644,141,130,5,1618
1644,229,400,6,1618
1644,75,210,7,1618
1644,417,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,459,1240,3,1618
1674,482,953,4,1618
1674,160,130,5,1618
1674,224,400,6,1618
1674,71,210,7,1618
1674,361,700,8,1618
1644,329,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,411,1240,3,1618
1644,485,953,4,1618
1644,158,130,5,1618
1644,227,400,6,1618
1644,63,210,7,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,377,1240,3,1618
1674,450,953,4,1618
1674,141,130,5,1618
1674,204,400,6,1618
1674,45,210,7,1618
1674,286,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,338,1240,3,1618
1644,387,953,4,1618
1644,143,130,5,1618
1644,187,400,6,1618
1644,48,210,7,1618
1644,224,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,322,1240,3,1618
1674,361,953,4,1618
1674,141,130,5,1618
1674,174,400,6,1618
1674,53,210,7,1618
1674,200,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,310,1240,3,1618
1644,289,953,4,1618
1644,154,130,5,1618
1644,168,400,6,1618
1644,55,210,7,1618
1644,181,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,300,1240,3,1618
1674,250,953,4,1618
1674,157,130,5,1618
1674,152,400,6,1618
1674,56,210,7,1618
1674,156,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,289,1240,3,1618
1644,232,953,4,1618
1644,150,130,5,1618
1644,104,400,6,1618
1644,59,210,7,1618
1644,116,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,283,1240,3,1618
1674,216,953,4,1618
1674,144,130,5,1618
1674,84,400,6,1618
1674,55,210,7,1618
1674,95,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,263,1240,3,1618
1644,189,953,4,1618
1644,132,130,5,1618
1644,70,400,6,1618
1644,50,210,7,1618
1644,79,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,249,1240,3,1618
1674,155,953,4,1618
1674,123,130,5,1618
1674,54,400,6,1618
1674,42,210,7,1618
1674,68,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,236,1240,3,1618
1644,142,953,4,1618
1644,113,130,5,1618
1644,43,400,6,1618
1644,40,210,7,1618
1644,61,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,235,1240,3,1618
1674,134,953,4,1618
1674,113,130,5,1618
1674,33,400,6,1618
1674,39,210,7,1618
1674,57,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,234,1240,3,1618
1644,125,953,4,1618
1644,111,130,5,1618
1644,31,400,6,1618
1644,30,210,7,1618
1644,56,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,233,1240,3,1618
1674,93,953,4,1618
1674,100,130,5,1618
1674,30,400,6,1618
1674,30,210,7,1618
1674,55,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,234,1240,3,1618
1644,64,953,4,1618
1644,104,130,5,1618
1644,30,400,6,1618
1644,30,210,7,1618
1644,54,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,234,1240,3,1618
1674,65,953,4,1618
1674,105,130,5,1618
1674,30,400,6,1618
1674,30,210,7,1618
1674,54,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,233,1240,3,1618
1644,5,953,4,1618
1644,104,130,5,1618
1644,30,400,6,1618
1644,30,210,7,1618
1644,52,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,230,1240,3,1618
1674,3,953,4,1618
1674,99,130,5,1618
1674,30,400,6,1618
1674,30,210,7,1618
1674,53,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,230,1240,3,1618
1644,3,953,4,1618
1644,98,130,5,1618
1644,30,400,6,1618
1644,30,210,7,1618
1644,53,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,230,1240,3,1618
1674,3,953,4,1618
1674,98,130,5,1618
1674,30,400,6,1618
1674,30,210,7,1618
1674,53,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,230,1240,3,1618
1644,3,953,4,1618
1644,97,130,5,1618
1644,30,400,6,1618
1644,30,210,7,1618
1644,55,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,230,1240,3,1618
1674,3,953,4,1618
1674,94,130,5,1618
1674,30,400,6,1618
1674,30,210,7,1618
1674,55,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,230,1240,3,1618
1644,3,953,4,1618
1644,94,130,5,1618
1644,30,400,6,1618
1644,30,210,7,1618
1644,55,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,231,1240,3,1618
1674,3,953,4,1618
1674,95,130,5,1618
1674,30,400,6,1618
1674,30,210,7,1618
1674,55,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,233,1240,3,1618
1644,4,953,4,1618
1644,91,130,5,1618
1644,30,400,6,1618
1644,30,210,7,1618
1644,56,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,235,1240,3,1618
1674,5,953,4,1618
1674,90,130,5,1618
1674,30,400,6,1618
1674,30,210,7,1618
1674,56,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,249,1240,3,1618
1644,11,953,4,1618
1644,88,130,5,1618
1644,31,400,6,1618
1644,32,210,7,1618
1644,55,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,271,1240,3,1618
1674,17,953,4,1618
1674,87,130,5,1618
1674,30,400,6,1618
1674,35,210,7,1618
1674,58,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,324,1240,3,1618
1644,31,953,4,1618
1644,83,130,5,1618
1644,38,400,6,1618
1644,39,210,7,1618
1644,70,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,426,1240,3,1618
1674,67,953,4,1618
1674,85,130,5,1618
1674,55,400,6,1618
1674,48,210,7,1618
1674,107,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,602,1240,3,1618
1644,140,953,4,1618
1644,98,130,5,1618
1644,93,400,6,1618
1644,68,210,7,1618
1644,161,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,737,1240,3,1618
1674,202,953,4,1618
1674,102,130,5,1618
1674,128,400,6,1618
1674,75,210,7,1618
1674,220,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,783,1240,3,1618
1644,234,953,4,1618
1644,106,130,5,1618
1644,158,400,6,1618
1644,81,210,7,1618
1644,269,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,800,1240,3,1618
1674,269,953,4,1618
1674,125,130,5,1618
1674,191,400,6,1618
1674,82,210,7,1618
1674,307,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,825,1240,3,1618
1644,357,953,4,1618
1644,161,130,5,1618
1644,253,400,6,1618
1644,87,210,7,1618
1644,367,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,842,1240,3,1618
1674,426,953,4,1618
1674,178,130,5,1618
1674,299,400,6,1618
1674,87,210,7,1618
1674,417,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,857,1240,3,1618
1644,465,953,4,1618
1644,196,130,5,1618
1644,331,400,6,1618
1644,94,210,7,1618
1644,475,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,863,1240,3,1618
1674,487,953,4,1618
1674,204,130,5,1618
1674,354,400,6,1618
1674,90,210,7,1618
1674,511,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,742,1240,3,1618
1644,491,953,4,1618
1644,213,130,5,1618
1644,356,400,6,1618
1644,84,210,7,1618
1644,538,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,743,1240,3,1618
1674,526,953,4,1618
1674,236,130,5,1618
1674,356,400,6,1618
1674,86,210,7,1618
1674,566,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,741,1240,3,1618
1644,542,953,4,1618
1644,242,130,5,1618
1644,378,400,6,1618
1644,86,210,7,1618
1644,574,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,731,1240,3,1618
1674,545,953,4,1618
1674,244,130,5,1618
1674,375,400,6,1618
1674,77,210,7,1618
1674,578,700,8,1618
1644,360,400,6,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,689,1240,3,1618
1644,541,953,4,1618
1644,251,130,5,1618
1644,66,210,7,1618
1644,565,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,641,1240,3,1618
1674,552,953,4,1618
1674,253,130,5,1618
1674,323,400,6,1618
1674,60,210,7,1618
1674,536,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,543,1240,3,1618
1644,535,953,4,1618
1644,246,130,5,1618
1644,285,400,6,1618
1644,53,210,7,1618
1644,472,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,464,1240,3,1618
1674,531,953,4,1618
1674,253,130,5,1618
1674,287,400,6,1618
1674,46,210,7,1618
1674,437,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,401,1240,3,1618
1644,485,953,4,1618
1644,280,130,5,1618
1644,278,400,6,1618
1644,42,210,7,1618
1644,407,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,313,1240,3,1618
1674,464,953,4,1618
1674,285,130,5,1618
1674,254,400,6,1618
1674,39,210,7,1618
1674,389,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,258,1240,3,1618
1644,424,953,4,1618
1644,280,130,5,1618
1644,218,400,6,1618
1644,36,210,7,1618
1644,366,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,234,1240,3,1618
1674,398,953,4,1618
1674,275,130,5,1618
1674,189,400,6,1618
1674,35,210,7,1618
1674,342,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,209,1240,3,1618
1644,360,953,4,1618
1644,282,130,5,1618
1644,167,400,6,1618
1644,35,210,7,1618
1644,320,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,197,1240,3,1618
1674,329,953,4,1618
1674,271,130,5,1618
1674,146,400,6,1618
1674,40,210,7,1618
1674,274,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,182,1240,3,1618
1644,256,953,4,1618
1644,264,130,5,1618
1644,142,400,6,1618
1644,43,210,7,1618
1644,234,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,176,1240,3,1618
1674,197,953,4,1618
1674,255,130,5,1618
1674,118,400,6,1618
1674,42,210,7,1618
1674,180,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,164,1240,3,1618
1644,174,953,4,1618
1644,244,130,5,1618
1644,83,400,6,1618
1644,41,210,7,1618
1644,122,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,162,1240,3,1618
1674,180,953,4,1618
1674,242,130,5,1618
1674,64,400,6,1618
1674,41,210,7,1618
1674,108,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,160,1240,3,1618
1644,182,953,4,1618
1644,242,130,5,1618
1644,49,400,6,1618
1644,41,210,7,1618
1644,97,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,161,1240,3,1618
1674,148,953,4,1618
1674,245,130,5,1618
1674,42,400,6,1618
1674,41,210,7,1618
1674,84,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,156,1240,3,1618
1644,132,953,4,1618
1644,249,130,5,1618
1644,34,400,6,1618
1644,40,210,7,1618
1644,74,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,161,1240,3,1618
1674,128,953,4,1618
1674,251,130,5,1618
1674,28,400,6,1618
1674,41,210,7,1618
1674,72,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,162,1240,3,1618
1644,112,953,4,1618
1644,256,130,5,1618
1644,24,400,6,1618
1644,38,210,7,1618
1644,71,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,162,1240,3,1618
1674,84,953,4,1618
1674,258,130,5,1618
1674,25,400,6,1618
1674,32,210,7,1618
1674,67,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,161,1240,3,1618
1644,45,953,4,1618
1644,259,130,5,1618
1644,21,400,6,1618
1644,29,210,7,1618
1644,66,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,163,1240,3,1618
1674,42,953,4,1618
1674,254,130,5,1618
1674,19,400,6,1618
1674,28,210,7,1618
1674,63,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,161,1240,3,1618
1644,43,953,4,1618
1644,249,130,5,1618
1644,19,400,6,1618
1644,28,210,7,1618
1644,63,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,160,1240,3,1618
1674,42,953,4,1618
1674,245,130,5,1618
1674,18,400,6,1618
1674,28,210,7,1618
1674,65,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,161,1240,3,1618
1644,42,953,4,1618
1644,245,130,5,1618
1644,18,400,6,1618
1644,28,210,7,1618
1644,64,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,161,1240,3,1618
1674,42,953,4,1618
1674,242,130,5,1618
1674,18,400,6,1618
1674,28,210,7,1618
1674,64,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,162,1240,3,1618
1644,42,953,4,1618
1644,240,130,5,1618
1644,18,400,6,1618
1644,28,210,7,1618
1644,64,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,163,1240,3,1618
1674,42,953,4,1618
1674,238,130,5,1618
1674,18,400,6,1618
1674,28,210,7,1618
1674,63,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,163,1240,3,1618
1644,42,953,4,1618
1644,236,130,5,1618
1644,18,400,6,1618
1644,28,210,7,1618
1644,62,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,161,1240,3,1618
1674,42,953,4,1618
1674,232,130,5,1618
1674,18,400,6,1618
1674,28,210,7,1618
1674,61,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,161,1240,3,1618
1644,42,953,4,1618
1644,229,130,5,1618
1644,18,400,6,1618
1644,28,210,7,1618
1644,61,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,161,1240,3,1618
1674,43,953,4,1618
1674,223,130,5,1618
1674,19,400,6,1618
1674,28,210,7,1618
1674,62,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,162,1240,3,1618
1644,45,953,4,1618
1644,221,130,5,1618
1644,19,400,6,1618
1644,28,210,7,1618
1644,62,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,163,1240,3,1618
1674,46,953,4,1618
1674,214,130,5,1618
1674,19,400,6,1618
1674,28,210,7,1618
1674,62,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,164,1240,3,1618
1644,46,953,4,1618
1644,214,130,5,1618
1644,19,400,6,1618
1644,28,210,7,1618
1644,62,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,169,1240,3,1618
1674,47,953,4,1618
1674,212,130,5,1618
1674,19,400,6,1618
1674,28,210,7,1618
1674,62,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,177,1240,3,1618
1644,52,953,4,1618
1644,212,130,5,1618
1644,22,400,6,1618
1644,28,210,7,1618
1644,63,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,182,1240,3,1618
1674,59,953,4,1618
1674,212,130,5,1618
1674,23,400,6,1618
1674,31,210,7,1618
1674,71,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,181,1240,3,1618
1644,71,953,4,1618
1644,226,130,5,1618
1644,29,400,6,1618
1644,31,210,7,1618
1644,95,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,189,1240,3,1618
1674,117,953,4,1618
1674,247,130,5,1618
1674,48,400,6,1618
1674,31,210,7,1618
1674,134,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,196,1240,3,1618
1644,254,953,4,1618
1644,268,130,5,1618
1644,120,400,6,1618
1644,31,210,7,1618
1644,234,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,213,1240,3,1618
1674,408,953,4,1618
1674,296,130,5,1618
1674,170,400,6,1618
1674,35,210,7,1618
1674,320,700,8,1618
1644,537,953,4,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,249,1240,3,1618
1644,321,130,5,1618
1644,238,400,6,1618
1644,38,210,7,1618
1644,411,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,264,1240,3,1618
1674,680,953,4,1618
1674,341,130,5,1618
1674,311,400,6,1618
1674,41,210,7,1618
1674,530,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,261,1240,3,1618
1644,758,953,4,1618
1644,353,130,5,1618
1644,366,400,6,1618
1644,39,210,7,1618
1644,572,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,256,1240,3,1618
1674,798,953,4,1618
1674,364,130,5,1618
1674,376,400,6,1618
1674,41,210,7,1618
1674,620,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,258,1240,3,1618
1644,792,953,4,1618
1644,379,130,5,1618
1644,370,400,6,1618
1644,41,210,7,1618
1644,631,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,247,1240,3,1618
1674,781,953,4,1618
1674,384,130,5,1618
1674,345,400,6,1618
1674,46,210,7,1618
1674,618,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,239,1240,3,1618
1644,737,953,4,1618
1644,388,130,5,1618
1644,347,400,6,1618
1644,46,210,7,1618
1644,585,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,231,1240,3,1618
1674,661,953,4,1618
1674,125,130,5,1618
1674,295,400,6,1618
1674,41,210,7,1618
1674,485,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,215,1240,3,1618
1644,593,953,4,1618
1644,125,130,5,1618
1644,245,400,6,1618
1644,41,210,7,1618
1644,400,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,197,1240,3,1618
1674,499,953,4,1618
1674,135,130,5,1618
1674,205,400,6,1618
1674,40,210,7,1618
1674,303,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,183,1240,3,1618
1644,412,953,4,1618
1644,127,130,5,1618
1644,149,400,6,1618
1644,32,210,7,1618
1644,254,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,166,1240,3,1618
1674,309,953,4,1618
1674,116,130,5,1618
1674,109,400,6,1618
1674,31,210,7,1618
1674,190,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,152,1240,3,1618
1644,166,953,4,1618
1644,107,130,5,1618
1644,78,400,6,1618
1644,31,210,7,1618
1644,143,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,147,1240,3,1618
1674,128,953,4,1618
1674,104,130,5,1618
1674,65,400,6,1618
1674,30,210,7,1618
1674,111,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,139,1240,3,1618
1644,124,953,4,1618
1644,108,130,5,1618
1644,56,400,6,1618
1644,33,210,7,1618
1644,89,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,143,1240,3,1618
1674,135,953,4,1618
1674,116,130,5,1618
1674,50,400,6,1618
1674,39,210,7,1618
1674,86,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,134,1240,3,1618
1644,125,953,4,1618
1644,119,130,5,1618
1644,48,400,6,1618
1644,38,210,7,1618
1644,84,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,134,1240,3,1618
1674,133,953,4,1618
1674,125,130,5,1618
1674,41,400,6,1618
1674,36,210,7,1618
1674,69,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,134,1240,3,1618
1644,126,953,4,1618
1644,132,130,5,1618
1644,30,400,6,1618
1644,34,210,7,1618
1644,61,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,135,1240,3,1618
1674,135,953,4,1618
1674,132,130,5,1618
1674,25,400,6,1618
1674,33,210,7,1618
1674,60,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,137,1240,3,1618
1644,160,953,4,1618
1644,126,130,5,1618
1644,20,400,6,1618
1644,29,210,7,1618
1644,52,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,139,1240,3,1618
1674,139,953,4,1618
1674,129,130,5,1618
1674,18,400,6,1618
1674,28,210,7,1618
1674,49,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,143,1240,3,1618
1644,136,953,4,1618
1644,139,130,5,1618
1644,19,400,6,1618
1644,28,210,7,1618
1644,48,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,141,1240,3,1618
1674,131,953,4,1618
1674,141,130,5,1618
1674,18,400,6,1618
1674,29,210,7,1618
1674,46,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,137,1240,3,1618
1644,129,953,4,1618
1644,141,130,5,1618
1644,17,400,6,1618
1644,28,210,7,1618
1644,46,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,138,1240,3,1618
1674,107,953,4,1618
1674,137,130,5,1618
1674,17,400,6,1618
1674,28,210,7,1618
1674,46,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,138,1240,3,1618
1644,61,953,4,1618
1644,142,130,5,1618
1644,16,400,6,1618
1644,29,210,7,1618
1644,45,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,139,1240,3,1618
1674,58,953,4,1618
1674,134,130,5,1618
1674,16,400,6,1618
1674,29,210,7,1618
1674,45,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,136,1240,3,1618
1644,58,953,4,1618
1644,133,130,5,1618
1644,16,400,6,1618
1644,27,210,7,1618
1644,45,700,8,1618
1674,0,65,1,1618
1674,0,512,2,1618
1674,137,1240,3,1618
1674,58,953,4,1618
1674,124,130,5,1618
1674,17,400,6,1618
1674,27,210,7,1618
1674,45,700,8,1618
1644,0,65,1,1618
1644,0,512,2,1618
1644,138,1240,3,1618
1644,58,953,4,1618
1644,125,130,5,1618
1644,16,400,6,1618
1644,27,210,7,1618
